央视频道(联通),#genre#
财富天下,http://tv.dlwmkj.com/php2021/bfy.php?id=231
茶频道,http://tv.dlwmkj.com/php2021/bfy.php?id=181
车迷频道,http://tv.dlwmkj.com/php2021/bfy.php?id=146
法治天地,http://tv.dlwmkj.com/php2021/bfy.php?id=162
国学频道,http://tv.dlwmkj.com/php2021/bfy.php?id=169
环球旅游,http://tv.dlwmkj.com/php2021/bfy.php?id=147
家庭理财,http://tv.dlwmkj.com/php2021/bfy.php?id=139
金鹰卡通,http://tv.dlwmkj.com/php2021/bfy.php?id=350
卡酷少儿,http://tv.dlwmkj.com/php2021/bfy.php?id=106
快乐垂钓,http://tv.dlwmkj.com/php2021/bfy.php?id=228
收藏天下,http://tv.dlwmkj.com/php2021/bfy.php?id=155
书画频道,http://tv.dlwmkj.com/php2021/bfy.php?id=180
四海钓鱼,http://tv.dlwmkj.com/php2021/bfy.php?id=229
证券服务,http://tv.dlwmkj.com/php2021/bfy.php?id=601
优优宝贝,http://tv.dlwmkj.com/php2021/bfy.php?id=153
中华特产,http://tv.dlwmkj.com/php2021/bfy.php?id=158
重庆汽摩,http://tv.dlwmkj.com/php2021/bfy.php?id=168
求索动物,http://tv.dlwmkj.com/php2021/bfy.php?id=287
求索生活,http://tv.dlwmkj.com/php2021/bfy.php?id=288
求索科学,http://tv.dlwmkj.com/php2021/bfy.php?id=286
风尚音乐,http://tv.dlwmkj.com/php2021/bfy.php?id=294
家庭影院轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=289
家庭剧场轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=290
外国影院轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=291
综艺轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=292
午夜影院轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=294
纪录片轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=295
游戏竞技轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=296
儿童动漫轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=293
3D影院轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=298
绘画轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=297
北方导视,http://tv.dlwmkj.com/php2021/bfy.php?id=187
搏击,http://tv.dlwmkj.com/php2021/bfy.php?id=292
电视剧,http://tv.dlwmkj.com/php2021/bfy.php?id=290
电影,http://tv.dlwmkj.com/php2021/bfy.php?id=291
动画,http://tv.dlwmkj.com/php2021/bfy.php?id=293
纪录片,http://tv.dlwmkj.com/php2021/bfy.php?id=286
纪录片,http://tv.dlwmkj.com/php2021/bfy.php?id=287
纪录片,http://tv.dlwmkj.com/php2021/bfy.php?id=288
纪录片,http://tv.dlwmkj.com/php2021/bfy.php?id=295
纪录片,http://tv.dlwmkj.com/php2021/bfy.php?id=297
辽宁开放大学,http://tv.dlwmkj.com/php2021/bfy.php?id=615
轮播,http://tv.dlwmkj.com/php2021/bfy.php?id=289
棋牌,http://tv.dlwmkj.com/php2021/bfy.php?id=296
音乐,http://tv.dlwmkj.com/php2021/bfy.php?id=294
大连新闻综合,http://tv.dlwmkj.com/php2021/dalian.php?id=dlxwzh
大连生活,http://tv.dlwmkj.com/php2021/dalian.php?id=dlsh
大连文体,http://tv.dlwmkj.com/php2021/dalian.php?id=dlwt
1905国外电影,http://tv.dlwmkj.com/php2021/1905.php?id=1905a
1905国内电影,http://tv.dlwmkj.com/php2021/1905.php?id=1905b
大连新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=273
鞍山新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=274
抚顺新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=275
丹东新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=276
锦州新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=277
营口新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=278
阜新综合,http://tv.dlwmkj.com/php2021/bfy.php?id=279
铁岭新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=281
朝阳新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=282
盘锦新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=283
葫芦岛新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=284
本溪综合,http://tv.dlwmkj.com/php2021/bfy.php?id=312
连山新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=491
辽阳新闻综合,http://tv.dlwmkj.com/php2021/bfy.php?id=280
龙港综合,http://tv.dlwmkj.com/php2021/bfy.php?id=490
